Gender,Income
Male,66228.76
Female,56962.24
Female,65566.57
Female,51517.96
Female,57635.13
Female,62247.25
Male,49942.56
Female,50711.04
Female,59336.57
Female,56464.98
Female,42445.39
Male,28131.71
Female,48244.72
Male,29030.86
Female,40089.83
Male,41257.13
Male,44313.58
Male,58204.38
Male,60376.8
Male,55087.41
Female,56325.07
Male,56561.2
Female,25031.7
Male,50101.98
Male,32035.41
Female,55091.39
Male,29068.92
Male,48195.61
Male,55477.7
Male,38822.42
Female,59617.16
Male,55066.22
Male,53808.25
Female,56980.02
Female,46408.0
Male,51519.19
Male,50100.52
Female,49874.51
Male,43279.69
Female,37574.68
Male,46631.42
Female,46080.52
Female,42632.69
Female,58520.54
Male,38277.93
Male,48284.91
Male,61663.4
Male,59091.29
Female,62162.94
Female,44092.19
Female,57842.88
Male,39370.3
Male,47241.26
Male,48182.44
Female,44241.6
Male,46381.86
Male,45066.24
Female,40176.06
Female,58564.14
Male,48175.5
Female,52014.37
Male,51637.77
Female,50547.26
Female,50928.05
Female,46945.83
Male,64183.97
Male,57607.45
Male,50183.82
Female,45529.46
Female,48811.79
Female,54176.22
Female,64999.4
Male,36269.52
Male,56597.75
Male,61267.24
Female,35132.82
Female,48188.49
Male,39354.82
Female,54305.3
Male,46416.49
Female,48698.61
Female,45889.44
Male,57201.63
Male,52290.33
Female,52309.27
Male,51606.22
Male,55724.91
Female,47380.28
Female,67007.75
Female,37652.05
Male,32740.82
Female,31913.19
Female,29204.12
Female,56731.7
Female,55513.68
Female,62077.76
Male,39433.62
Female,57454.61
Female,50568.24
Male,51665.86
Female,56256.23
Female,42437.18
Male,75872.49
Female,63318.8
Male,44682.94
Female,39092.62
Male,49120.96
Male,51822.58
Female,60656.15
Male,38312.79
Male,52854.87
Female,34709.85
Female,54363.58
Male,48924.96
Female,69366.8
Male,34539.97
Male,63706.08
Female,32961.69
Female,36727.9
Male,33229.05
Female,52503.53
Female,38263.01
Male,36516.68
Male,52027.68
Male,54517.75
Male,50398.49
Male,48377.81
Male,68289.1
Female,51458.36
Male,58056.91
Female,51429.22
Female,39021.24
Male,55498.88
Female,43442.03
Male,49090.14
Female,53054.03
Male,30585.82
Male,33904.98
Male,59094.59
Male,43362.54
Female,43836.78
Female,51664.38
Female,46143.27
Female,54175.88
Female,49488.78
Male,51986.03
Male,42981.42
Male,51935.95
Male,61050.89
Male,44322.52
Female,59153.18
Male,49484.4
Male,57344.82
Female,51287.71
Female,49665.89
Male,53497.3
Male,62135.98
Female,52360.97
Male,54785.31
Male,46315.15
Male,65708.86
Female,56403.37
Male,50777.08
Male,48773.46
Female,59779.08
Female,43937.96
Female,32171.25
Male,50724.0
Female,61900.05
Male,65913.09
Female,48927.06
Male,50435.88
Female,55195.3
Male,47356.51
Male,55164.06
Female,49145.98
Female,60113.68
Male,57229.81
Female,58102.28
Male,47946.82
Female,69259.27
Female,54839.12
Male,52472.94
Female,42390.57
Female,49029.28
Male,51143.8
Male,42123.23
Female,47076.83
Male,48342.0
Female,50559.21
Female,32372.93
Male,48647.29
Male,46226.54
Male,49791.16
Male,60352.77
Male,70523.95
Male,56783.77
Female,37655.78
Female,46545.93
Male,55959.63
Female,54832.9
Female,59873.26
Female,49026.49
Female,46365.0
Male,67524.24
Female,50586.71
Female,39833.26
Male,64751.34
Male,35039.05
Male,15049.55
Male,57693.87
Female,59107.01
Male,54140.13
Female,36975.44
Female,49411.3
Male,47218.31
Male,44627.11
Male,64120.69
Male,39533.34
Male,53161.04
Male,61940.47
Female,53814.42
Female,62411.18
Female,55637.15
Female,54293.5
Male,53668.35
Male,56134.43
Female,46144.61
Female,36981.26
Female,59540.43
Male,61617.42
Male,52519.79
Male,44516.24
Female,34422.83
Female,50858.07
Male,36510.5
Male,35110.12
Female,49792.68
Female,42362.3
Male,53453.1
Female,48407.04
Male,43933.65
Male,32950.85
Female,41471.12
Female,41838.64
Female,37746.92
Male,46709.56
Female,38527.48
Female,48362.57
Male,52404.11
Male,41738.3
Female,54254.09
Male,36386.42
Male,38878.23
Male,48867.83
Female,56870.41
Female,58674.0
Male,66123.91
Male,46234.11
Male,48724.99
Female,39673.24
Male,37462.34
Male,52285.72
Female,42241.29
Male,62323.79
Female,35376.14
Female,54863.53
Female,39942.61
Male,41795.52
Male,55391.12
Female,43241.2
Male,44842.16
Female,41878.42
Male,67850.3
Female,43825.14
Female,50515.52
Male,47980.86
Male,52214.17
Male,43852.63
Male,47991.83
Female,53939.52
Female,41369.93
Male,60893.21
Male,61854.81
Female,56064.93
Male,50698.76
Male,20093.99
Male,54242.91
Male,46086.7
Female,47537.26
Female,31026.23
Male,54935.88
Female,35514.19
Male,51184.25
Male,59046.57
Male,45306.72
Female,62160.52
Female,42530.1
Female,56004.33
Female,36952.14
Female,60311.3
Male,58759.9
Male,54683.58
Female,46067.16
Female,35979.99
Female,46093.6
Male,61103.07
Female,51299.62
Male,34469.63
Male,38752.72
Female,62531.51
Male,54879.13
Male,37660.0
Female,32341.69
Male,43749.58
Female,31486.41
Male,48441.66
Female,74516.25
Female,34030.44
Male,48139.74
Female,63119.27
Male,57490.88
Male,48512.59
Female,48536.51
Male,38440.9
Female,47323.44
Male,52434.41
Male,61051.14
Female,43798.24
Male,48101.65
Male,40507.87
Male,52253.25
Male,57837.79
Male,56296.48
Male,38298.13
Male,51468.63
Male,43226.87
Female,60110.5
Male,48386.87
Male,34804.87
Female,47801.97
Female,54584.73
Female,52440.06
Male,44882.04
Female,44147.27
Female,40124.96
Male,46052.5
Male,41443.21
Female,59700.86
Female,40988.63
Male,51222.84
Male,50543.04
Male,59456.67
Male,60893.68
Male,56959.7
Female,53529.28
Male,39513.54
Male,39311.3
Male,41543.09
Male,57519.21
Male,50733.3
Female,58686.57
Male,60028.03
Female,42740.48
Male,50320.74
Female,49870.06
Female,46722.12
Male,44651.57
Male,61847.56
Male,50519.72
Male,50131.45
Male,41972.22
Female,56752.12
Male,39948.92
Male,54549.06
Female,54822.29
Male,45874.85
Female,53176.52
Male,51856.7
Female,49606.39
Male,50129.44
Female,50617.82
Female,51299.12
Male,50602.42
Male,38961.36
Male,48477.89
Female,52649.49
Female,50972.89
Female,59537.5
Male,56200.87
Male,41295.9
Female,48333.73
Male,46886.63
Female,49956.52
Male,49970.19
Male,56115.22
Female,51773.28
Male,62305.45
Male,52410.03
Male,41694.09
Male,45327.19
Male,56037.89
Female,33858.32
Male,36541.2
Female,50106.97
Male,59509.22
Male,63070.35
Female,47828.94
Female,60608.29
Male,50722.68
Male,34685.85
Female,49919.23
Female,43810.92
Female,59182.31
Female,49743.25
Male,37220.87
Male,35002.85
Male,49790.2
Male,25797.83
Male,44818.35
Female,52310.3
Female,39429.83
Female,59939.87
Male,61910.07
Female,39832.99
Male,47019.56
Male,59946.93
Male,49986.92
Female,36055.21
Male,48566.79
Male,41470.72
Female,61081.98
Male,56059.32
Female,46862.43
Male,51421.48
Female,36918.78
Male,42462.23
Male,65532.79
Female,50535.15
Male,59300.86
Female,52320.13
Male,63142.82
Female,30011.62
Male,48117.82
Male,66447.82
Male,59561.73
Female,63253.72
Female,49932.35
Female,44628.94
Female,39728.36
Female,39030.72
Male,58070.61
Male,55132.11
Male,49334.27
Male,55081.91
Male,51424.52
Female,59622.18
Male,59526.87
Female,39341.26
Male,52736.46
Female,33311.33
Female,51330.21
Female,56043.04
Male,36862.81
Male,45835.37
Male,50095.26
Male,52339.15
Female,47213.96
Female,38277.12
Female,49459.93
Female,33477.56
Male,47673.59
Female,45586.26
Male,48657.34
Female,44406.78
Female,34923.19
Female,46336.57
Male,59308.2
Male,62614.61
Female,74393.34
Female,66916.5
Female,38030.62
Male,45915.62
Male,49772.14
Male,49144.4
Female,50695.33
Male,74075.91
Female,39179.48
Male,42864.69
Female,66438.26
Female,43840.19
Male,53935.81
Female,60346.57
Female,54864.99
Female,51917.66
Male,59386.11
Female,41069.31
Male,45036.37
Male,55356.38
Female,29305.61
Male,64165.84
Female,53033.92
Male,51530.32
Female,33694.87
Male,37133.91
Female,46014.16
Female,58074.3
Female,29233.84
Female,57883.65
Male,46399.69
Male,47765.77
Female,52535.93
Male,52693.17
Female,42875.71
Female,56249.1
Male,26806.02
Male,45495.81
Female,51536.82
Male,46550.51
Female,31730.9
Male,57580.27
Male,37516.12
Male,49324.86
Male,51530.35
Male,50198.27
Female,61690.11
Male,49467.37
Male,54274.55
Female,49440.96
Female,56129.56
Female,63934.95
Male,51375.42
Male,57818.5
Female,64553.29
Female,63571.84
Female,46147.11
Female,60364.32
Male,52487.71
Male,61172.3
Male,55686.35
Male,52756.68
Male,54339.72
Female,52552.38
Male,52943.33
Female,48411.68
Female,47482.76
Female,67631.75
Male,54775.28
Female,44266.95
Male,47225.83
Female,60562.58
Male,42638.13
Female,35179.72
Male,35915.51
Female,32710.24
Female,37011.85
Female,38191.34
Female,63852.37
Male,49538.21
Male,46367.36
Male,35565.87
Female,48568.74
Female,32626.72
Female,46305.83
Female,70644.94
Female,56638.04
Female,47902.02
Male,56981.24
Male,44784.57
Male,41993.22
Male,67041.3
Male,38577.25
Male,46458.79
Male,53060.33
Male,40637.66
Female,56506.05
Female,46934.05
Female,56639.1
Female,55859.84
Female,47569.88
Female,67106.59
Female,43346.64
Male,63488.7
Male,61749.33
Female,67708.82
Male,51740.56
Male,42114.14
Male,70767.97
Male,46652.99
Male,41864.57
Female,48102.13
Male,40183.09
Female,55261.49
Female,43943.32
Female,47125.16
Male,59677.79
Female,56236.93
Female,50155.85
Female,51708.74
Female,50122.55
Male,45688.45
Female,49974.73
Female,54908.42
Female,48738.38
Female,54197.68
Male,41633.31
Female,43961.06
Female,42656.79
Female,44348.69
Female,62871.81
Female,57260.39
Female,39230.77
Male,54374.98
Female,46094.18
Male,43176.15
Male,35142.61
Female,59719.19
Male,36361.37
Female,49480.37
Male,40536.89
Female,57758.44
Male,46656.48
Male,48655.37
Female,48992.66
Male,53025.7
Male,50130.05
Male,49567.27
Male,44815.98
Male,34252.71
Female,38814.49
Male,57184.8
Male,46941.81
Female,43359.9
Female,35942.72
Female,32803.53
Male,42967.93
Male,58880.53
Male,44429.3
Male,54004.86
Female,43969.4
Female,56388.67
Male,46482.49
Male,37681.16
Male,47310.47
Male,68340.0
Female,67898.84
Female,54865.33
Male,48629.41
Female,53039.02
Male,53168.52
Male,49601.13
Female,54409.44
Male,52082.27
Female,46840.28
Male,38047.43
Female,45399.41
Male,57995.19
Female,49685.38
Male,53002.87
Male,47169.84
Female,39404.02
Male,47613.7
Female,39775.44
Female,39137.11
Male,62056.37
Male,45799.14
Male,42585.15
Male,66179.6
Female,58149.85
Male,46284.91
Male,54276.36
Male,47642.12
Female,43073.2
Male,54746.91
Female,46756.98
Male,50754.98
Female,60213.63
Male,59112.13
Male,44499.07
Female,54860.32
Male,38721.44
Male,54504.14
Male,51484.95
Female,53789.79
Male,47025.55
Female,70840.71
Female,40987.0
Female,59715.52
Male,39683.02
Female,55043.44
Female,55757.9
Male,50549.76
Female,45046.76
Female,51411.35
Male,52670.1
Male,67899.36
Female,41276.6
Male,44440.87
Male,52847.36
Male,47439.46
Female,48999.59
Female,60703.52
Male,21797.33
Female,44020.51
Male,32576.31
Male,38041.84
Male,74046.24
Male,55981.68
Male,59515.65
Female,49194.7
Female,57587.14
Female,32334.35
Female,60382.98
Male,41801.56
Male,44686.84
Female,55051.51
Female,53164.47
Male,50846.2
Male,36369.04
Male,50998.14
Female,59605.61
Male,44675.13
Male,63149.37
Female,41273.08
Female,50065.48
Female,65353.28
Male,43186.0
Male,60539.85
Female,69746.52
Male,51710.44
Male,44729.83
Male,42272.61
Female,63046.03
Female,62766.94
Male,64493.09
Male,49671.62
Male,60378.07
Male,49511.61
Female,41169.45
Female,61241.77
Male,66338.7
Male,39793.98
Female,39605.69
Male,50399.82
Female,59561.29
Male,38661.81
Female,52270.16
Male,44095.73
Male,57008.29
Female,42021.13
Female,57718.03
Male,48417.85
Male,40628.59
Female,50636.9
Female,30620.27
Male,44409.05
Male,53374.01
Female,32282.45
Female,24288.63
Female,26606.33
Female,63271.29
Female,49232.41
Male,44675.35
Male,59451.55
Female,45955.5
Male,52684.62
Male,50257.55
Female,45290.01
Male,52941.46
Male,57732.61
Male,48150.93
Female,45394.44
Female,46574.88
Male,27020.87
Male,52830.6
Male,37908.89
Male,56297.19
Male,49095.76
Male,51051.21
Female,57003.29
Male,40734.76
Male,53692.48
Female,52676.21
Male,48152.19
Male,40718.14
Male,55952.38
Male,57034.55
Female,51136.02
Male,39296.98
Female,44725.51
Male,49396.67
Male,56884.95
Female,34165.11
Male,44361.97
Female,45973.27
Female,49167.78
Female,36986.75
Male,47824.67
Male,46895.16
Male,39624.08
Male,48820.32
Female,44588.31
Male,54955.86
Male,41146.72
Female,50898.34
Female,41916.11
Male,44002.46
Female,52972.92
Female,52347.18
Female,45829.78
Female,47305.89
Female,35463.94
Male,64027.64
Male,56874.56
Male,56514.48
Male,34049.68
Male,44045.1
Male,46654.54
Male,30689.39
Female,58899.5
Male,64538.84
Male,70619.35
Male,39541.16
Female,51173.23
Male,63228.18
Male,47463.82
Female,44330.12
Male,31339.82
Male,61326.22
Female,49807.39
Male,42706.58
Female,52838.57
Male,51530.05
Male,51682.59
Male,47829.02
Female,66223.58
Female,48663.4
Female,66193.22
Male,55641.17
Male,53511.7
Female,48867.25
Female,59739.57
Male,51129.92
Male,40678.69
Male,40345.08
Male,54224.85
Female,40926.21
Male,49377.69
Male,60571.85
Male,53039.7
Male,42778.65
Male,64099.88
Male,55478.75
Male,60177.93
Female,27324.42
Female,53308.53
Female,58421.58
Male,67002.89
Female,35361.81
Male,62061.15
Male,66443.8
Male,29827.11
Male,54785.91
Female,56176.21
Male,46729.92
Male,45099.06
Female,56678.54
Female,43850.18
Female,47827.51
Male,58124.35
Female,67540.43
Male,55379.84
Male,51334.84
Female,44836.03
Female,39894.0
Female,61095.78
Male,48465.5
Male,61507.03
Male,46704.48
Male,43507.11
Male,54207.99
Male,49234.64
Female,37944.71
Male,68173.68
Female,43730.16
Female,59275.92
Female,58418.57
Female,37405.37
Female,39976.12
Male,46984.91
Male,41343.53
Male,67264.56
Male,47998.24
Female,58897.49
Female,55136.37
Female,52640.22
Male,50403.21
Male,62371.31
Male,41749.07
Male,67263.35
Female,37127.77
Female,57815.12
Male,35948.36
Male,46842.94
Female,50933.1
Female,45133.05
Female,48183.3
Female,36130.3
Male,40125.5
Female,54982.65
Female,50296.72
Female,43094.72
Female,63242.78
Male,37800.69
Male,46384.1
Male,44943.44
Male,56150.38
Male,50481.64
Male,48918.35
Female,31557.83
Female,58650.34
Female,47821.74
Female,51156.61
Male,42514.37
Female,40941.71
Male,64992.88
Female,32267.61
Female,39458.01
Female,64804.92
Male,56407.46
Female,46745.37
Male,62465.96
Male,54468.6
Female,52326.6
Male,52255.62
Male,54652.38
Female,55056.93
Female,71959.73
Female,48051.07
Female,48359.53
Female,37631.07
Female,49481.03
Male,68628.87
Female,59844.85
Female,44563.32
Male,50300.41
Female,37035.62
Male,40308.81
Female,51494.41
Female,45055.45
Male,39554.0
Female,54898.41
Male,49177.5
Female,34324.5
Female,29248.53
Male,44299.89
Female,34117.35
Female,31310.89
Male,61289.69
Female,49022.89
Male,47345.54
Female,48115.94
Male,38621.68
Female,54109.76
Male,48693.0
Male,42425.91
Female,43923.71
Female,37725.41
Male,45937.57
Female,47603.72
Male,45677.17
Female,50551.55
Female,49214.88
Male,52307.69
Male,59430.97
Female,55930.23
Female,59545.9
Female,41522.66
Female,44913.85
Female,56535.97
Male,56714.78
Female,43213.79
Female,56115.84
Male,40564.68
Male,54810.56
Male,49737.04
Female,36155.64
Male,45659.26
Male,71822.68
Male,52027.8
Male,73004.5
Female,35560.73
Female,57507.42
Female,24656.64
Male,49997.65
Male,56312.17
Male,58378.9
Male,42007.3
Male,60390.9
Male,44662.85
Female,48359.03
Female,45666.78
Male,38636.11
Female,65697.2
Male,50480.18
Male,60873.18
Female,60447.11
Male,40320.6
Female,62161.27
Male,55034.14
Male,39590.98
Female,54488.51
Male,39770.32
Male,66064.58
Male,58137.87
Female,49288.51
Male,62648.04
Male,34180.12
Male,42506.59
Female,47475.8
Female,72356.85
Female,39295.17
Female,32926.94
Female,35556.14
Male,59062.16
Female,44058.08
Female,48409.13
Male,57628.33
Female,48419.15
Male,52041.47
Female,55352.15
Male,45693.24
Male,48336.83
Female,52419.55
Female,58681.79
Male,42076.31
Male,19794.24
Male,56795.83
Male,59277.16
Male,52000.34
Male,52682.93
Male,44356.9
Female,55001.83
Male,58531.67
Female,50564.96
Female,74912.48
Male,34362.59
Male,51629.62
Female,38256.47
Male,58798.46
Male,34185.25
Female,36660.78
Female,43668.13
Female,52658.32
Male,44045.29
Male,44145.59
Female,48191.1
Male,47577.6
Female,64874.49
Male,56859.11
Female,46754.23
Male,70970.12
Female,54916.61
Male,40310.38
Male,52565.14
Female,55355.13
Male,43123.75
Male,39474.91
Female,50864.59
Male,46397.78
Male,64791.28
Male,57411.56
Female,43592.25
Female,54259.38
Female,62671.28
Female,36061.96
Female,39772.22
Male,49888.31
Male,50356.02
Female,49478.02
Male,46892.23
Male,46739.4
Male,53842.58
Male,61339.43
Female,45190.47
Female,74383.99
Male,69606.91
Male,63292.56
Female,56224.83
Male,70079.88
Male,47098.85
Male,41673.96
Female,44740.28
Female,39970.57
Male,51218.01
Male,52998.3
Male,52008.4
Male,49875.69
Male,51331.55
Male,67363.24
Female,56200.52
Female,59225.09
Male,51907.9
Female,33844.11
Male,31861.18
Male,70828.1
Female,44681.78
Female,43832.49
Male,52456.63
Male,55504.03
Female,56768.62
Female,67744.19
Male,65007.36
Male,41890.67
Male,59687.35
Female,46159.09
Male,48624.91
Female,39060.11
Male,33069.27
Female,49684.38
Female,40440.18
Female,59278.14
Female,47189.22
Male,53085.9
Female,63675.26
Female,35147.05
Female,42753.83
Male,51808.84
Male,53125.25
Male,61034.98
Male,58671.53
Male,50969.34
Male,53034.05
Female,53310.76
Female,35302.88
Female,48436.25
Male,52484.73
Female,54585.51
Female,40756.37
Male,37312.02
Female,47654.67
Male,69673.66
Female,41807.52
Male,61739.28
Male,65847.4
Male,50454.67
Female,43201.52
Female,55128.2
Male,51949.9
Male,41408.96
Female,43411.97
Female,54535.8
Male,59334.4
Female,46772.1
Female,49308.66
Female,56686.39
Male,48275.13
Male,47006.73
Female,42446.59
Male,42273.15
Female,76688.83
Female,48037.98
Male,63650.58
Male,66839.93
Male,48164.18
Female,53684.3
Female,51024.78
Male,33878.18
Male,34480.27
Male,50488.48
Female,45750.86
Female,68915.8
Female,47634.27
Male,69509.29
Male,45236.09
Female,69122.0
Male,55064.24
Male,55632.92
Male,44882.36
Male,55769.17
Female,66927.13
Male,48551.73
Female,46606.03
Female,47532.37
Male,66201.12
Female,58553.51
Female,64476.8
Male,53136.23
Female,50393.19
Female,54239.44
Female,60701.59
Female,47528.82
Female,63686.77
Female,53658.31
Female,25937.22
Female,58834.93
Male,37276.95
Male,58591.73
Male,59015.18
Female,53298.93
Female,55436.81
Female,60988.71
Male,45043.72
Male,57934.3
Male,61630.23
Female,67600.83
Male,38942.2
Male,54085.16
Female,40385.11
Male,39960.78
Female,53590.28
Male,50774.56
Female,61450.01
Female,46538.24
Female,48659.49
Female,52115.04
Female,41381.71
Male,42769.3
Female,61160.99
Female,44510.45
Female,61824.77
Female,56073.13
Male,34524.69
Female,55303.79
Male,55224.8
Female,54229.29
Female,48581.23
Male,40599.33
Male,63462.13
Male,48984.2
Female,41165.94
Male,54574.69
Female,42572.2
Male,40509.14
Male,46245.27
Female,43346.02
Male,40877.58
Male,58064.12
Female,48861.72
Female,62522.8
Female,41454.91
Male,32724.39
Male,51487.7
Male,68559.79
Male,55309.87
Male,82153.74
Female,53320.59
Male,52355.52
Female,28446.37
Male,54279.47
Female,51686.68
Male,45925.79
Male,48632.21
Female,49318.99
Male,48200.71
Female,70897.15
Male,46291.38
Male,51693.14
Female,45960.99
Male,57834.31
Female,51767.64
Male,47200.89
Male,30740.32
Male,52433.08
Male,46904.24
Male,49392.59
Male,38175.42
Male,64332.82
Female,58567.43
Male,64307.06
Male,61469.79
Male,55923.17
Female,38577.17
Female,68433.87
Male,40723.65
Male,47315.92
Male,57069.02
Female,57565.41
Male,55722.37
Female,45997.12
Male,43930.68
Female,75345.33
Female,49606.86
Male,48382.29
Male,42864.44
Male,52446.7
Male,51980.23
Male,49837.74
Male,53817.27
Male,67635.38
Female,44049.47
Male,50430.84
Male,43521.52
Female,52946.98
Male,44315.3
Male,44745.57
Male,35404.77
Male,50977.95
Female,54297.7
Female,68604.76
Male,54695.02
Male,45503.16
Female,36403.21
Male,37787.13
Female,37043.72
Female,68780.42
Female,52878.1
Male,44170.34
Male,40401.4
Male,41438.92
Female,43907.01
Male,63162.55
Male,49700.57
Female,35525.34
Male,73104.59
Male,38598.39
Male,44091.65
Female,63101.44
Male,54151.5
Female,45300.77
Female,37686.33
Female,40333.1
Male,40935.04
Male,50070.32
Male,51910.62
Female,48513.45
Female,49607.86
Male,39492.77
Female,52931.36
Male,62805.19
Male,48372.08
Male,48177.13
Male,50830.01
Male,61182.05
Male,41052.77
Male,64508.47
Female,54212.22
Male,50286.81
Female,62132.39
Female,38179.38
Male,55220.46
Female,54303.1
Female,40645.45
Female,54606.38
Male,52833.05
Male,48212.62
Male,58628.18
Male,44282.46
Male,52703.21
Female,48683.26
Female,43853.03
Male,55028.85
Female,47922.64
Female,35269.94
Female,31989.34
Female,57890.57
Male,37794.0
Male,52793.84
Male,50549.52
Female,46314.68
Female,69566.68
Male,51796.74
Male,57556.33
Female,52848.16
Male,47684.61
Male,49809.11
Female,64585.43
Female,60881.05
Male,69519.86
Female,52216.42
Male,41230.63
Female,45594.83
Female,38122.22
Male,57670.44
Female,44140.84
Male,19446.82
Female,74637.76
Male,44293.99
Female,44234.09
Female,66716.12
Male,37917.49
Female,61366.06
Male,44125.58
Female,36762.05
Female,67057.18
Male,59230.97
Female,59200.01
Female,53676.56
Male,55991.02
Female,37678.42
Male,51116.11
Male,40712.37
Male,36110.59
Female,54109.53
Female,61581.5
Male,46166.31
Female,47879.87
Male,38618.49
Female,50072.17
Male,57600.76
Male,57915.28
Female,55451.76
Male,43815.69
Male,43498.71
Female,57954.04
Male,58119.99
Male,48280.05
Female,45738.28
Male,61672.47
Male,46400.51
Male,57459.32
Male,48631.57
Male,39524.67
Male,66123.12
Male,51200.64
Male,42892.56
Female,36091.94
Male,37099.99
Male,46270.89
Female,69251.29
Male,44153.38
Male,64474.55
Male,48692.36
Male,38188.5
Male,45267.89
Male,37190.12
Female,41440.32
Female,41142.52
Female,30961.96
Female,65127.96
Female,52110.17
Male,43137.22
Male,52217.58
Male,41645.2
Male,23289.38
Male,79566.92
Female,51896.0
Female,44109.87
Male,30660.85
Male,35058.5
Male,66544.92
Female,65019.39
Female,57532.15
Male,38849.23
Female,65099.74
Male,54497.83
Female,56549.24
Female,54461.71
Male,34930.13
Female,38018.39
Female,44897.82
Male,56436.4
Female,36195.68
Male,48246.54
Female,48233.9
Male,57927.4
Male,56746.72
Female,39897.74
Female,64466.86
Male,38367.6
Female,60922.39
Female,44498.55
Female,51639.26
Male,52259.87
Male,51977.07
Male,56744.99
Female,53914.59
Female,57836.49
Male,54646.2
Male,37355.45
Female,52697.99
Female,44361.3
Female,38907.38
Female,47101.6
Male,51832.36
Female,52496.75
Female,60560.25
Male,63073.09
Male,53362.81
Female,55171.06
Male,50953.09
Female,57672.25
Female,54869.88
Male,49455.12
Male,71519.83
Female,44538.17
Male,64544.57
Female,36457.07
Female,58136.17
Female,64365.68
Male,30927.81
Female,51389.51
Female,57154.14
Female,52519.64
Male,53781.56
Female,51362.23
Female,39057.52
Female,73680.46
Male,44964.62
Female,54341.61
Female,43531.6
Male,27241.37
Male,40754.87
Female,35523.93
Female,60915.68
Female,43931.32
Male,44859.09
Male,39356.69
Female,50940.35
Male,42835.41
Female,59923.55
Female,53020.39
Male,44281.74
Female,58502.33
Male,50079.41
Male,50214.97
Female,35373.65
Male,49289.14
Female,53215.45
Male,63335.67
Female,42481.06
Female,72781.09
Female,55568.68
Male,34805.88
Female,41548.02
Male,64209.99
Male,62432.29
Male,50180.93
Male,51499.18
Male,38353.9
Female,63214.43
Male,40122.33
Female,58447.41
Female,63520.42
Male,50481.56
Female,59676.11
Female,68476.4
Male,52679.69
Female,48246.98
Male,49331.47
Male,42570.12
Male,42344.16
Female,54424.07
Female,48360.5
Female,53275.69
Female,35100.64
Male,49073.81
Male,60301.18
Female,38810.76
Male,50165.26
Female,31453.91
Male,36945.38
Male,58076.61
Male,46907.16
Male,68220.73
Male,54324.43
Female,55305.96
Female,39235.18
Male,46148.95
Female,42673.64
Male,39345.58
Male,56638.93
Male,58645.16
Male,53989.37
Female,41719.33
Male,53307.3
Female,30873.22
Male,63230.09
Male,37018.5
Female,38795.41
Male,51152.92
Male,52041.6
Female,49272.51
Female,38898.72
Female,61333.48
Male,33140.51
Male,35167.31
Female,48930.17
Female,37357.66
Male,62226.25
Male,38217.85
Female,65570.27
Female,60351.22
Female,62350.56
Female,68871.06
Male,50812.28
Male,39870.25
Male,48969.92
Male,44333.34
Female,42908.09
Male,51508.53
Female,46882.96
Male,42477.9
Male,47545.98
Male,55489.78
Female,59564.17
Male,33970.76
Female,46967.99
Female,48586.57
Male,38174.8
Female,48802.94
Male,51479.96
Female,55188.35
Male,50771.58
Female,41190.51
Female,70120.3
Male,58291.27
Male,55527.2
Male,60048.31
Male,52446.09
Female,62863.01
Female,50568.72
Female,50017.47
Female,56352.28
Male,65763.58
Female,65120.49
Male,55928.48
Female,55166.12
Male,56960.42
Male,59856.21
Male,62987.32
Male,47634.16
Male,63180.61
Female,53429.95
Male,56509.32
Female,63819.49
Female,57470.62
Male,59159.96
Female,46105.81
Female,64983.12
Female,56956.87
Male,51260.66
Male,61010.74
Male,75878.3
Male,38310.75
Female,41962.67
Female,76853.05
Female,54266.95
Female,51908.7
Female,48846.14
Female,62084.36
Male,76112.47
Female,43348.11
Female,49031.23
Female,46492.73
Male,57328.65
Female,62223.93
Female,66209.33
Male,57667.18
Female,75193.33
Male,44252.47
Male,41654.59
Female,64693.44
Female,51228.32
Male,36240.6
Female,46839.37
Female,52556.59
Male,43537.52
Male,39853.39
Female,47923.71
Male,39354.67
Female,56351.31
Female,30561.95
Female,50904.25
Female,55195.1
Male,49094.59
Female,60932.23
Male,36294.39
Female,42989.1
Female,46699.65
Male,57127.25
Female,52185.08
Male,71433.66
Male,41942.14
Female,36050.11
Female,67890.89
Female,35691.41
Female,56830.63
Male,40213.3
Female,29306.82
Female,46252.16
Female,58995.0
Female,37782.29
Female,55760.95
Male,57628.64
Female,37283.1
Male,47722.39
Female,65770.75
Female,56505.93
Female,47385.08
Male,54152.95
Female,43147.37
Male,61136.96
Male,61132.6
Female,51209.06
Male,52307.06
Female,40012.03
Female,36479.64
Male,46233.95
Female,49125.98
Female,60626.27
Male,59224.28
Male,51848.33
Male,61905.39
Male,40565.14
Male,60773.37
Male,42095.71
Female,62396.95
Male,49866.54
Male,30017.13
Female,57301.57
Female,58095.46
Male,45434.2
Male,46287.4
Female,48404.55
Male,30748.48
Male,26352.72
Female,63016.26
Male,41759.32
Female,68552.64
Male,63704.02
Female,65671.95
Female,43497.01
Female,33915.99
Male,39131.18
Female,45535.45
Male,26267.7
Female,45245.74
Female,47983.22
Female,37055.79
Male,39595.15
Male,47794.01
Female,53562.87
Male,41091.77
Male,52922.53
Male,51368.46
Female,50468.86
Male,43479.86
Female,36666.2
Female,66964.52
Female,56303.06
Male,60057.32
Female,49163.7
Male,48359.75
Male,54906.6
Female,31653.12
Female,38853.57
Female,42022.25
Male,45454.34
